Query Acc.ver,Subject Acc.ver,Per. identity,Alignment Length,Mismatches,Gap Opens,Q. start,Q. end,S. start,S. end,E value,Bit Score
gene1517,CP054425.1,100,1059,0,0,1,1059,2480144,2481202,0,1956
gene1518,CP054425.1,100,243,0,0,1,243,2479613,2479855,1.23E-121,449
gene1519,CP054425.1,100,1233,0,0,1,1233,2478384,2479616,0,2278
gene1520,CP054425.1,100,984,0,0,1,984,2478078,2477095,0,1818
gene1521,CP054425.1,100,996,0,0,1,996,2477067,2476072,0,1840
gene1522,CP054425.1,100,2139,0,0,1,2139,2476054,2473916,0,3951
gene1523,CP054425.1,100,1734,0,0,1,1734,2473884,2472151,0,3203
gene1524,CP054425.1,100,1431,0,0,1,1431,2470351,2471781,0,2643
gene1525,CP054425.1,100,1362,0,0,1,1362,2470336,2468975,0,2516
gene1526,CP054425.1,100,258,0,0,1,258,2468635,2468892,6.03E-130,477
gene1527,CP054425.1,100,1317,0,0,1,1317,2468474,2467158,0,2433
gene1528,CP054425.1,100,1398,0,0,1,1398,2465644,2467041,0,2582
gene1529,CP054425.1,100,171,0,0,1,171,2465178,2465348,8.52E-82,316
gene1530,CP054425.1,100,1911,0,0,1,1911,2465151,2463241,0,3530
gene1531,CP054425.1,100,1809,0,0,1,1809,2463230,2461422,0,3341
gene1532,CP054425.1,100,945,0,0,1,945,2460452,2461396,0,1746
gene1533,CP054425.1,100,867,0,0,1,867,2460231,2459365,0,1602
gene1534,CP054425.1,100,474,0,0,1,474,2458751,2459224,0,876
gene1535,CP054425.1,100,303,0,0,1,303,2458008,2458310,7.00E-155,560
gene1536,CP054425.1,100,1152,0,0,1,1152,2456474,2457625,0,2128
gene1537,CP054425.1,100,1368,0,0,1,1368,2456290,2454923,0,2527
gene1538,CP054425.1,100,114,0,0,1,114,2454696,2454809,2.40E-50,211
gene1539,CP054425.1,100,873,0,0,1,873,2454644,2453772,0,1613
gene1540,CP054425.1,100,171,0,0,1,171,2453771,2453601,8.52E-82,316
gene1541,CP054425.1,100,960,0,0,1,960,2453567,2452608,0,1773
gene1542,CP054425.1,100,2505,0,0,1,2505,2452465,2449961,0,4626
gene1543,CP054425.1,100,861,0,0,1,861,2449867,2449007,0,1591
gene1544,CP054425.1,100,705,0,0,1,705,2448262,2448966,0,1303
gene1545,CP054425.1,100,183,0,0,1,183,2447924,2448106,1.98E-88,339
gene1546,CP054425.1,100,1122,0,0,1,1122,2446747,2447868,0,2073
gene1547,CP054425.1,100,1491,0,0,1,1491,2445260,2446750,0,2754
gene1548,CP071733.1,99.329,149,1,0,1928,2076,1746263,1746411,1.01E-66,270
gene1549,CP054425.1,100,1230,0,0,1,1230,2442678,2441449,0,2272
gene1550,CP054425.1,100,1038,0,0,1,1038,2440400,2441437,0,1917
gene1551,CP054425.1,100,1932,0,0,1,1932,2440276,2438345,0,3568
gene1552,CP054425.1,100,1218,0,0,1,1218,2438339,2437122,0,2250
gene1553,CP054425.1,100,303,0,0,1,303,2436860,2437162,7.00E-155,560
gene1554,CP054425.1,100,1779,0,0,1,1779,2436853,2435075,0,3286
gene1555,CP054425.1,100,837,0,0,1,837,2434914,2434078,0,1546
gene1556,CP054425.1,100,1266,0,0,1,1266,2434060,2432795,0,2338
gene1557,CP054425.1,100,1962,0,0,1,1962,2432629,2430668,0,3624
gene1558,CP054425.1,100,132,0,0,1,132,281954,282085,2.91E-60,244
gene1559,CP054425.1,100,501,0,0,1,501,282413,282913,0,926
gene1560,CP054425.1,100,219,0,0,1,219,282936,283154,2.38E-108,405
gene1561,CP054425.1,100,735,0,0,1,735,283251,283985,0,1358
gene1562,CP054425.1,100,2667,0,0,1,2667,286735,284069,0,4926
gene1563,CP054425.1,100,282,0,0,1,282,286846,287127,3.04E-143,521
gene1564,CP054425.1,100,1404,0,0,1,1404,287355,288758,0,2593
gene1565,CP054425.1,100,630,0,0,1,630,288755,289384,0,1164
gene1566,CP054425.1,100,849,0,0,1,849,289478,290326,0,1568
gene1567,CP054425.1,100,564,0,0,1,564,291324,290761,0,1042
gene1568,CP054425.1,100,306,0,0,1,306,292306,292611,1.52E-156,566
gene1569,CP054425.1,100,1542,0,0,1,1542,292615,294156,0,2848
gene1570,CP054425.1,100,1485,0,0,1,1485,294197,295681,0,2743
gene1571,CP054425.1,100,1065,0,0,1,1065,295977,297041,0,1967
gene1572,CP054425.1,100,315,0,0,1,315,297052,297366,1.56E-161,582
gene1573,CP054425.1,100,1857,0,0,1,1857,297550,299406,0,3430
gene1574,CP054425.1,100,1614,0,0,1,1614,299620,301233,0,2981
gene1575,CP054425.1,100,2070,0,0,1,2070,301439,303508,0,3823
gene1576,CP054425.1,100,147,0,0,1,147,303615,303761,1.54E-68,272
gene1577,CP054425.1,100,390,0,0,1,390,303816,304205,0,721
gene1578,CP054425.1,100,2010,0,0,1,2010,304360,306369,0,3712
gene1579,CP054425.1,100,2736,0,0,1,2736,309576,306841,0,5053
gene1580,CP054425.1,100,1467,0,0,1,1467,311186,309720,0,2710
gene1581,CP054425.1,100,687,0,0,1,687,311994,311308,0,1269
gene1582,CP054425.1,100,783,0,0,1,783,312835,312053,0,1447
gene1583,CP054425.1,100,705,0,0,1,705,313719,313015,0,1303
gene1584,CP054425.1,100,579,0,0,1,579,314407,313829,0,1070
gene1585,CP054425.1,100,216,0,0,1,216,314515,314730,1.09E-106,399
gene1586,CP054425.1,100,495,0,0,1,495,315231,314737,0,915
gene1587,CP054425.1,100,2013,0,0,1,2013,317471,315459,0,3718
gene1588,CP054425.1,100,1938,0,0,1,1938,317969,319906,0,3579
gene1589,CP054425.1,100,123,0,0,1,123,320011,320133,2.66E-55,228
gene1590,CP054425.1,100,159,0,0,1,159,320251,320409,3.64E-75,294
gene1591,CP054425.1,100,120,0,0,1,120,321089,320970,1.19E-53,222
gene1592,CP054425.1,99.306,144,1,0,1,144,321101,321244,3.25E-65,261
gene1593,CP054425.1,100,123,0,0,1,123,323066,323188,2.66E-55,228
gene1594,CP054425.1,100,621,0,0,1,621,323189,323809,0,1147
gene1595,CP054425.1,100,1224,0,0,1,1224,324234,325457,0,2261
gene1596,CP054425.1,100,948,0,0,1,948,326415,325468,0,1751
gene1597,CP054425.1,100,120,0,0,1,120,329187,329068,1.19E-53,222
gene1598,CP054425.1,100,519,0,0,1,519,329788,329270,0,959
gene1599,CP054425.1,100,1065,0,0,1,1065,330958,329894,0,1967
gene1600,CP054425.1,100,177,0,0,1,177,331384,331208,4.11E-85,327
gene1601,CP054425.1,100,1068,0,0,1,1068,331529,332596,0,1973
gene1603,CP054425.1,100,141,0,0,1,141,332869,333009,3.16E-65,261
gene1604,CP054425.1,100,285,0,0,1,285,333420,333136,6.62E-145,527
gene1605,CP054425.1,100,282,0,0,1,282,333679,333398,3.04E-143,521
gene1606,CP054425.1,100,1035,0,0,1,1035,334038,335072,0,1912
gene1607,CP054425.1,100,813,0,0,1,813,335364,336176,0,1502
gene1608,CP054425.1,100,231,0,0,1,231,336280,336510,5.41E-115,427
gene1609,CP054425.1,100,519,0,0,1,519,336557,337075,0,959
gene1610,CP054425.1,100,843,0,0,1,843,337104,337946,0,1557
gene1611,CP054425.1,100,1638,0,0,1,1638,338016,339653,0,3025
gene1612,CP054425.1,100,924,0,0,1,924,339657,340580,0,1707
gene1613,CP054425.1,100,1473,0,0,1,1473,340589,342061,0,2721
gene1614,CP054425.1,100,297,0,0,1,297,342058,342354,1.48E-151,549
gene1615,CP054425.1,100,693,0,0,1,693,342520,343212,0,1280
gene1616,CP054425.1,100,915,0,0,1,915,344172,343258,0,1690
gene1617,CP054425.1,100,1002,0,0,1,1002,344397,345398,0,1851
gene1618,CP054425.1,100,1008,0,0,1,1008,345398,346405,0,1862
gene1619,CP054425.1,100,1014,0,0,1,1014,346614,347627,0,1873
gene1620,CP054425.1,100,627,0,0,1,627,348336,347710,0,1158
gene1622,CP054425.1,100,2754,0,0,1,2754,349587,352340,0,5086
gene1623,CP054425.1,100,120,0,0,1,120,352760,352879,1.19E-53,222
gene1624,CP054425.1,100,114,0,0,1,114,353064,352951,2.40E-50,211
gene1625,CP054425.1,100,390,0,0,1,390,353066,353455,0,721
gene1626,CP054425.1,100,993,0,0,1,993,353564,354556,0,1834
gene1627,CP054425.1,100,1002,0,0,1,1002,354650,355651,0,1851
gene1628,CP054425.1,100,1194,0,0,1,1194,355832,357025,0,2206
gene1629,CP054425.1,100,1164,0,0,1,1164,357310,358473,0,2150
gene1630,CP054425.1,100,948,0,0,1,948,358483,359430,0,1751
gene1631,CP054425.1,100,900,0,0,1,900,359427,360326,0,1663
gene1632,CP054425.1,100,1287,0,0,1,1287,360331,361617,0,2377
gene1633,CP054425.1,100,2076,0,0,1,2076,1915786,1913711,0,3834
gene1634,CP054425.1,100,735,0,0,1,735,1916627,1915893,0,1358
gene1635,CP054425.1,100,1839,0,0,1,1839,1918509,1916671,0,3397
gene1636,CP054425.1,100,831,0,0,1,831,1919613,1918783,0,1535
gene1637,CP054425.1,100,984,0,0,1,984,1920612,1919629,0,1818
gene1638,CP054425.1,100,945,0,0,1,945,1921744,1920800,0,1746
gene1639,CP054425.1,100,957,0,0,1,957,1922909,1921953,0,1768
gene1640,CP054425.1,100,477,0,0,1,477,1923549,1923073,0,881
gene1641,CP054425.1,100,1353,0,0,1,1353,1925052,1923700,0,2499
gene1642,CP054425.1,100,924,0,0,1,924,1926093,1925170,0,1707
gene1643,CP137050.1,98.785,1070,13,0,1,1070,2010814,2009745,0,1905
gene1644,CP054425.1,100,1125,0,0,1,1125,1928404,1927280,0,2078
gene1645,CP054425.1,100,213,0,0,1,213,1928456,1928668,4.98E-105,394
gene1646,CP054425.1,100,132,0,0,1,132,1928771,1928640,2.91E-60,244
gene1647,CP054425.1,100,1293,0,0,1,1293,1929109,1930401,0,2388
gene1648,CP054425.1,100,1479,0,0,1,1479,1931896,1930418,0,2732
gene1649,CP054425.1,100,654,0,0,1,654,1932546,1931893,0,1208
gene1650,CP054425.1,100,1398,0,0,1,1398,1933966,1932569,0,2582
gene1651,CP054425.1,100,129,0,0,1,129,1933970,1934098,1.31E-58,239
gene1652,CP054425.1,100,894,0,0,1,894,1934274,1935167,0,1652
gene1653,CP054425.1,100,810,0,0,1,810,1935161,1935970,0,1496
gene1654,CP054425.1,100,1350,0,0,1,1350,1936015,1937364,0,2494
gene1655,CP054425.1,100,855,0,0,1,855,1937361,1938215,0,1580
gene1656,CP054425.1,100,2610,0,0,1,2610,1940992,1938383,0,4820
gene1657,CP054425.1,100,1851,0,0,1,1851,1942884,1941034,0,3419
gene1658,CP054425.1,100,834,0,0,1,834,1943802,1942969,0,1541
gene1659,CP054425.1,100,741,0,0,1,741,1944766,1944026,0,1369
gene1660,CP054425.1,100,1257,0,0,1,1257,1946342,1945086,0,2322
gene1661,CP054425.1,100,4023,0,0,1,4023,1950639,1946617,0,7430
gene1662,CP054425.1,99.649,4272,0,1,1,4257,1954907,1950636,0,7792
gene1663,CP054425.1,100,1422,0,0,1,1422,1955063,1956484,0,2627
gene1664,CP054425.1,100,5988,0,0,1,5988,1956651,1962638,0,11058
gene1665,CP054425.1,100,1311,0,0,1,1311,1962649,1963959,0,2422
gene1666,CP054425.1,100,150,0,0,1,150,1964154,1964005,3.40E-70,278
gene1667,CP054425.1,100,1026,0,0,1,1026,1964182,1965207,0,1895
gene1668,CP054425.1,100,2514,0,0,1,2514,1965204,1967717,0,4643
gene1669,CP054425.1,100,189,0,0,1,189,1967791,1967979,9.52E-92,350
gene1670,CP054425.1,100,597,0,0,1,597,1968006,1968602,0,1103
gene1671,CP054425.1,100,582,0,0,1,582,1968675,1969256,0,1075
gene1672,CP054425.1,100,4038,0,0,1,4038,1973452,1969415,0,7457
gene1673,CP054425.1,100,3564,0,0,1,3564,1977183,1973620,0,6582
gene1674,CP054425.1,100,723,0,0,1,723,1978142,1977420,0,1336
gene1675,CP054425.1,100,846,0,0,1,846,1979052,1978207,0,1563
gene1676,CP054425.1,100,663,0,0,1,663,1979184,1979846,0,1225
gene1677,CP054425.1,100,228,0,0,1,228,1980424,1980197,2.48E-113,422
gene1678,CP054425.1,100,141,0,0,1,141,1980590,1980450,3.16E-65,261
gene1679,CP054425.1,100,114,0,0,1,114,1981037,1980924,2.40E-50,211
gene1680,CP054425.1,100,1326,0,0,1,1326,1983318,1981993,0,2449
gene1681,CP054425.1,100,1173,0,0,1,1173,1984517,1983345,0,2167
gene1682,CP054425.1,100,1431,0,0,1,1431,2552972,2551542,0,2643
gene1683,CP054425.1,100,1371,0,0,1,1371,2554662,2553292,0,2532
gene1684,CP054425.1,100,219,0,0,1,219,2554877,2554659,2.38E-108,405
gene1685,CP054425.1,100,984,0,0,1,984,2556536,2555553,0,1818
gene1686,CP054425.1,100,582,0,0,1,582,2556801,2557382,0,1075
gene1687,CP054425.1,100,126,0,0,1,126,2557940,2557815,5.91E-57,233
gene1688,CP054425.1,100,1080,0,0,1,1080,2557981,2559060,0,1995
gene1689,LR655210.1,100,1458,0,0,1,1458,302178,300721,0,2693
gene1690,CP054425.1,100,1620,0,0,1,1620,2562529,2560910,0,2992
gene1691,CP054425.1,100,2934,0,0,1,2934,2565839,2562906,0,5419
gene1692,CP054425.1,100,216,0,0,1,216,2566054,2566269,1.09E-106,399
gene1693,CP054425.1,100,513,0,0,1,513,2566774,2566262,0,948
gene1694,CP054425.1,100,1539,0,0,1,1539,2568421,2566883,0,2843
gene1695,CP054425.1,100,1215,0,0,1,1215,2569937,2568723,0,2244
gene1696,CP054425.1,100,993,0,0,1,993,2570025,2571017,0,1834
gene1697,CP054425.1,100,1407,0,0,1,1407,2572530,2571124,0,2599
gene1698,CP054425.1,100,1128,0,0,1,1128,2573884,2572757,0,2084
gene1699,CP054425.1,100,1176,0,0,1,1176,2575417,2574242,0,2172
gene1700,CP054425.1,100,993,0,0,1,993,2576473,2575481,0,1834
gene1701,CP054425.1,100,2196,0,0,1,2196,2578897,2576702,0,4056
gene1702,CP054425.1,100,453,0,0,1,453,2579463,2579011,0,837
gene1703,CP054425.1,100,267,0,0,1,267,2579726,2579460,6.23E-135,494
gene1704,CP054425.1,100,132,0,0,1,132,2579894,2580025,2.91E-60,244
gene1705,CP054425.1,100,651,0,0,1,651,2580931,2580281,0,1203
gene1706,CP054425.1,100,681,0,0,1,681,2581595,2580915,0,1258
gene1707,CP054425.1,100,768,0,0,1,768,2581788,2582555,0,1419
gene1708,CP054425.1,100,381,0,0,1,381,2582980,2582600,0,704
gene1709,CP054425.1,100,2280,0,0,1,2280,2583445,2585724,0,4211
gene1710,CP054425.1,100,978,0,0,1,978,2585902,2586879,0,1807
gene1712,CP054425.1,100,1506,0,0,1,1506,2587355,2588860,0,2782
gene1713,CP054425.1,100,966,0,0,1,966,2588851,2589816,0,1784
gene1714,CP054425.1,100,873,0,0,1,873,2589891,2590763,0,1613
gene1715,CP054425.1,100,630,0,0,1,630,2590810,2591439,0,1164
gene1716,CP054425.1,100,1416,0,0,1,1416,2592939,2591524,0,2615
gene1717,CP054425.1,100,165,0,0,1,165,2593363,2593199,1.76E-78,305
gene1718,CP054425.1,100,957,0,0,1,957,2593362,2594318,0,1768
gene1719,CP054425.1,100,2199,0,0,1,2199,2594390,2596588,0,4061
gene1720,CP054425.1,100,3840,0,0,1,3840,2596618,2600457,0,7092
gene1721,CP054425.1,100,1011,0,0,1,1011,2600586,2601596,0,1868
gene1722,CP054425.1,100,1275,0,0,1,1275,2603180,2601906,0,2355
gene1723,CP054425.1,100,891,0,0,1,891,2604157,2603267,0,1646
gene1724,CP054425.1,100,672,0,0,1,672,2605160,2604489,0,1242
gene1725,CP054425.1,100,534,0,0,1,534,2605837,2605304,0,987
gene1726,CP054425.1,100,918,0,0,1,918,2606878,2605961,0,1696
gene1727,CP054425.1,100,360,0,0,1,360,2607638,2607279,0,665
gene1728,CP054425.1,100,135,0,0,1,135,2607805,2607671,6.45E-62,250
gene1729,CP054425.1,100,1503,0,0,1,1503,1,1503,0,2776
gene1730,CP054425.1,100,1125,0,0,1,1125,2238,3362,0,2078
gene1731,CP054425.1,100,1239,0,0,1,1239,3390,4628,0,2289
gene1732,CP054425.1,100,471,0,0,1,471,4625,5095,0,870
gene1733,CP054425.1,100,2139,0,0,1,2139,5228,7366,0,3951
gene1734,CP054425.1,100,2676,0,0,1,2676,7434,10109,0,4942
gene1735,CP054425.1,100,567,0,0,1,567,10179,10745,0,1048
gene1736,CP054425.1,100,1422,0,0,1,1422,11391,12812,0,2627
gene1737,CP054425.1,100,114,0,0,1,114,12986,12873,2.40E-50,211
gene1738,CP054425.1,100,1347,0,0,1,1347,14592,13246,0,2488
gene1739,CP054425.1,100,132,0,0,1,132,2056136,2056267,2.91E-60,244
gene1740,CP054425.1,100,1485,0,0,1,1485,2054524,2056008,0,2743
gene1741,CP054425.1,100,618,0,0,1,618,2054034,2053417,0,1142
gene1742,CP054425.1,100,1374,0,0,1,1374,2053312,2051939,0,2538
gene1743,CP054425.1,100,114,0,0,1,114,2051917,2051804,2.40E-50,211
gene1744,CP054425.1,100,612,0,0,1,612,2050088,2050699,0,1131
gene1745,CP054425.1,100,684,0,0,1,684,2050084,2049401,0,1264
gene1746,CP054425.1,100,1152,0,0,1,1152,2048525,2047374,0,2128
gene1747,CP054425.1,100,315,0,0,1,315,2046980,2047294,1.56E-161,582
gene1748,CP054425.1,100,1395,0,0,1,1395,2045375,2046769,0,2577
gene1749,CP054425.1,100,849,0,0,1,849,2044460,2045308,0,1568
gene1750,CP054425.1,100,1266,0,0,1,1266,2043111,2044376,0,2338
gene1751,CP054425.1,100,1119,0,0,1,1119,2041897,2043015,0,2067
gene1752,CP054425.1,100,123,0,0,1,123,2041739,2041617,2.66E-55,228
gene1753,CP054425.1,100,786,0,0,1,786,2040638,2041423,0,1452
gene1754,CP054425.1,100,1032,0,0,1,1032,2039534,2040565,0,1906
gene1755,CP054425.1,100,1251,0,0,1,1251,2038213,2039463,0,2311
gene1756,CP054425.1,100,1047,0,0,1,1047,2037093,2038139,0,1934
gene1757,CP054425.1,100,1353,0,0,1,1353,2035739,2037091,0,2499
gene1758,CP054425.1,100,1092,0,0,1,1092,2034651,2035742,0,2017
gene1759,CP054425.1,100,150,0,0,1,150,2033858,2033709,3.40E-70,278
gene1760,CP054425.1,100,1023,0,0,1,1023,2033421,2032399,0,1890
gene1761,CP054425.1,100,1458,0,0,1,1458,2032391,2030934,0,2693
gene1762,CP054425.1,100,927,0,0,1,927,2030937,2030011,0,1712
gene1763,CP054425.1,100,174,0,0,1,174,2029655,2029828,1.87E-83,322
gene1764,CP054425.1,100,792,0,0,1,792,2029405,2028614,0,1463
gene1765,CP054425.1,100,552,0,0,1,552,2028617,2028066,0,1020
gene1766,CP054425.1,100,618,0,0,1,618,2027198,2027815,0,1142
gene1767,CP054425.1,100,891,0,0,1,891,2026093,2026983,0,1646
gene1768,CP054425.1,99.55,222,1,0,1,222,2025487,2025266,2.42E-108,405
gene1769,CP054425.1,100,636,0,0,1,636,2024866,2024231,0,1175
gene1770,CP054425.1,100,1404,0,0,1,1404,2023716,2022313,0,2593
gene1771,CP054425.1,100,789,0,0,1,789,2021402,2022190,0,1458
gene1772,CP054425.1,100,2082,0,0,1,2082,2019211,2021292,0,3845
gene1773,CP054425.1,100,156,0,0,1,156,2019173,2019018,1.65E-73,289
gene1774,CP054425.1,100,114,0,0,1,114,2018835,2018948,2.40E-50,211
gene1775,CP054425.1,100,186,0,0,1,186,2018731,2018546,4.34E-90,344
gene1776,CP054425.1,100,1149,0,0,1,1149,2018050,2016902,0,2122
gene1777,CP054425.1,100,1341,0,0,1,1341,2015538,2016878,0,2477
gene1778,CP054425.1,100,228,0,0,1,228,2015318,2015545,2.48E-113,422
gene1779,CP054425.1,100,750,0,0,1,750,2013953,2014702,0,1386
gene1780,CP054425.1,100,372,0,0,1,372,2013173,2013544,0,688
gene1781,CP054425.1,100,663,0,0,1,663,2013005,2012343,0,1225
gene1782,CP054425.1,100,858,0,0,1,858,2012215,2011358,0,1585
gene1783,CP054425.1,100,1293,0,0,1,1293,2011348,2010056,0,2388
gene1784,CP054425.1,100,414,0,0,1,414,2010030,2009617,0,765
gene1785,CP054425.1,100,1332,0,0,1,1332,2009463,2008132,0,2460
gene1786,CP054425.1,100,2484,0,0,1,2484,2008038,2005555,0,4588
gene1787,CP054425.1,100,1032,0,0,1,1032,2005350,2004319,0,1906
gene1788,CP054425.1,100,141,0,0,1,141,2003913,2004053,3.16E-65,261
gene1789,CP054425.1,100,648,0,0,1,648,2003824,2003177,0,1197
gene1790,CP054425.1,100,798,0,0,1,798,2003180,2002383,0,1474
gene1791,CP054425.1,100,117,0,0,1,117,2002241,2002357,5.36E-52,217
gene1792,CP054425.1,100,2220,0,0,1,2220,2002210,1999991,0,4100
gene1793,CP054425.1,100,1383,0,0,1,1383,1999769,1998387,0,2555
gene1794,CP054425.1,100,1152,0,0,1,1152,1997049,1998200,0,2128
gene1795,CP054425.1,100,714,0,0,1,714,1996604,1995891,0,1319
gene1796,CP054425.1,100,1251,0,0,1,1251,1995886,1994636,0,2311
gene1797,CP054425.1,100,1251,0,0,1,1251,1994619,1993369,0,2311
gene1798,CP054425.1,100,261,0,0,1,261,1993091,1992831,1.31E-131,483
gene1799,CP054425.1,100,273,0,0,1,273,1992759,1992487,2.95E-138,505
gene1800,CP054425.1,100,1365,0,0,1,1365,1992351,1990987,0,2521
gene1801,CP054425.1,100,1017,0,0,1,1017,1990503,1989487,0,1879
gene1802,CP054425.1,100,207,0,0,1,207,1989521,1989315,1.04E-101,383
gene1803,CP054425.1,100,279,0,0,1,279,1989363,1989085,1.40E-141,516
gene1804,CP054425.1,100,1239,0,0,1,1239,1988796,1987558,0,2289
gene1805,CP054425.1,100,687,0,0,1,687,2229854,2229168,0,1269
gene1806,CP054425.1,100,303,0,0,1,303,2230593,2230291,7.00E-155,560
gene1807,CP054425.1,99.729,369,1,0,1,369,2232336,2231968,0,676
gene1808,CP054425.1,100,114,0,0,1,114,2232569,2232456,2.40E-50,211
gene1809,CP054425.1,100,1527,0,0,1,1527,2234491,2232965,0,2820
gene1810,CP054425.1,100,2385,0,0,1,2385,2237114,2234730,0,4405
gene1811,CP054425.1,100,141,0,0,1,141,2238015,2237875,3.16E-65,261
gene1812,CP054425.1,100,651,0,0,1,651,2238785,2238135,0,1203
gene1813,CP054425.1,100,351,0,0,1,351,2238789,2239139,0,649
gene1814,CP054425.1,100,993,0,0,1,993,2240306,2239314,0,1834
gene1815,CP054425.1,100,258,0,0,1,258,2240353,2240610,6.03E-130,477
gene1816,CP054425.1,100,765,0,0,1,765,2241435,2240671,0,1413
gene1817,CP054425.1,100,213,0,0,1,213,2241644,2241432,4.98E-105,394
gene1818,CP054425.1,100,447,0,0,1,447,2242369,2241923,0,826
gene1819,CP054425.1,100,201,0,0,1,201,2242614,2242414,2.19E-98,372
gene1820,CP054425.1,100,150,0,0,1,150,2243792,2243941,3.40E-70,278
gene1821,CP054425.1,100,147,0,0,1,147,2244020,2244166,1.54E-68,272
gene1822,CP054425.1,100,228,0,0,1,228,2244163,2244390,2.48E-113,422
gene1823,CP054425.1,100,582,0,0,1,582,2244947,2244366,0,1075
gene1825,CP054425.1,100,423,0,0,1,423,2246427,2246005,0,782
gene1826,CP054425.1,100,549,0,0,1,549,2247146,2246598,0,1014
gene1827,CP054425.1,100,1062,0,0,1,1062,2247469,2248530,0,1962
gene1828,CP054425.1,100,1326,0,0,1,1326,2248642,2249967,0,2449
gene1829,CP054425.1,100,1002,0,0,1,1002,2249980,2250981,0,1851
gene1830,CP054425.1,100,945,0,0,1,945,2251015,2251959,0,1746
gene1831,CP054425.1,100,1899,0,0,1,1899,2252172,2254070,0,3507
gene1832,CP054425.1,100,9585,0,0,1,9585,2264076,2254492,0,17701
gene1833,CP054425.1,100,1611,0,0,1,1611,2265725,2264115,0,2976
gene1834,CP054425.1,100,1878,0,0,1,1878,2267607,2265730,0,3469
gene1835,CP054425.1,100,144,0,0,1,144,2268104,2267961,6.98E-67,267
gene1836,CP054425.1,100,120,0,0,1,120,2268161,2268280,1.19E-53,222
gene1837,CP054425.1,100,855,0,0,1,855,2269166,2268312,0,1580
gene1838,CP054425.1,100,2025,0,0,1,2025,2269461,2271485,0,3740
gene1839,CP054425.1,100,858,0,0,1,858,2271491,2272348,0,1585
gene1840,CP054425.1,100,354,0,0,1,354,2272917,2272564,0,654
gene1841,CP054425.1,100,969,0,0,1,969,2274118,2273150,0,1790
gene1842,CP054425.1,100,894,0,0,1,894,2275093,2274200,0,1652
gene1843,CP054425.1,100,2667,0,0,1,2667,2277884,2275218,0,4926
gene1844,CP054425.1,100,132,0,0,1,132,2278222,2278091,2.91E-60,244
gene1845,CP054425.1,100,1443,0,0,1,1443,2279781,2278339,0,2665
gene1846,CP054425.1,100,288,0,0,1,288,2279993,2280280,1.44E-146,532
gene1847,CP054425.1,100,1437,0,0,1,1437,2281854,2280418,0,2654
gene1848,CP054425.1,100,195,0,0,1,195,2281849,2282043,4.57E-95,361
gene1849,CP054425.1,100,933,0,0,1,933,2282953,2282021,0,1724
gene1850,CP054425.1,100,1032,0,0,1,1032,2283981,2282950,0,1906
gene1851,CP054425.1,100,1008,0,0,1,1008,2285178,2284171,0,1862
gene1852,CP054425.1,100,141,0,0,1,141,2285164,2285304,3.16E-65,261
gene1853,CP054425.1,100,1011,0,0,1,1011,2285531,2286541,0,1868
gene1854,CP054425.1,100,1062,0,0,1,1062,2287822,2286761,0,1962
gene1855,CP054425.1,100,768,0,0,1,768,2288000,2288767,0,1419
gene1856,CP054425.1,100,723,0,0,1,723,2289731,2289009,0,1336
gene1857,CP054425.1,100,996,0,0,1,996,2290797,2289802,0,1840
gene1858,CP054425.1,100,1464,0,0,1,1464,2292417,2290954,0,2704
gene1859,CP054425.1,100,1104,0,0,1,1104,2293685,2292582,0,2039
gene1860,CP054425.1,100,876,0,0,1,876,2294717,2293842,0,1618
gene1861,CP054425.1,100,198,0,0,1,198,2294709,2294906,1.00E-96,366
gene1862,CP054425.1,100,1935,0,0,1,1935,2295024,2296958,0,3574
gene1863,CP054425.1,100,171,0,0,1,171,2297272,2297102,8.52E-82,316
gene1864,CP054425.1,100,234,0,0,1,234,1531478,1531245,1.18E-116,433
gene1865,CP054425.1,100,390,0,0,1,390,1531495,1531884,0,721
gene1866,CP054425.1,100,783,0,0,1,783,1532022,1532804,0,1447
gene1867,CP054425.1,100,468,0,0,1,468,1533450,1532983,0,865
gene1868,CP054425.1,100,144,0,0,1,144,1533493,1533636,6.98E-67,267
gene1869,CP054425.1,100,993,0,0,1,993,1534800,1533808,0,1834
gene1870,CP054425.1,100,1218,0,0,1,1218,1536019,1534802,0,2250
gene1871,CP054425.1,100,399,0,0,1,399,1536508,1536110,0,737
gene1872,CP054425.1,100,2694,0,0,1,2694,1539346,1536653,0,4975
gene1873,CP054425.1,100,582,0,0,1,582,1539463,1540044,0,1075
gene1874,CP054425.1,100,1365,0,0,1,1365,1540095,1541459,0,2521
gene1875,CP054425.1,100,210,0,0,1,210,1541798,1541589,2.28E-103,388
gene1876,CP054425.1,100,249,0,0,1,249,1542053,1541805,5.83E-125,460
gene1877,CP054425.1,100,135,0,0,1,135,1542340,1542206,6.45E-62,250
gene1878,CP054425.1,100,186,0,0,1,186,1542808,1542623,4.34E-90,344
gene1879,CP054425.1,100,939,0,0,1,939,1542770,1543708,0,1735
gene1880,CP054425.1,100,402,0,0,1,402,1544199,1543798,0,743
gene1881,CP054425.1,100,621,0,0,1,621,1544353,1544973,0,1147
gene1882,CP054425.1,100,624,0,0,1,624,1545073,1545696,0,1153
gene1883,CP054425.1,100,1191,0,0,1,1191,1547079,1545889,0,2200
